"num","team","epa_rank","total_epa","norm_epa","unitless_epa","auto_epa","teleop_epa","endgame_epa","rp_1_epa","rp_2_epa","rp_3_epa","next_event_key","next_event_name","next_event_week","record","winrate"
"4391","BraveBots","34","85.4","1794","1892","16.6","58.9","9.9","0.68","0.6","0.77","N/A","N/A","N/A","57-14-0","0.803"
"2337","EngiNERDs","52","81.9","1772","1868","22.5","50.7","8.7","0.6","0.51","0.33","N/A","N/A","N/A","51-19-0","0.729"
"2767","Stryke Force","58","80.1","1761","1856","18.8","51.1","10.3","0.69","0.29","0.34","N/A","N/A","N/A","61-16-0","0.792"
"27","Team RUSH","60","80","1760","1855","18.6","50.6","10.8","0.52","0.78","0.45","N/A","N/A","N/A","64-24-0","0.727"
"67","The HOT Team","64","79.8","1759","1854","19.3","49.9","10.5","0.5","0.65","0.45","N/A","N/A","N/A","58-12-0","0.829"
"1701","RoboCubs","69","79.2","1755","1850","21.2","49.4","8.5","0.53","0.34","0.36","N/A","N/A","N/A","40-21-1","0.653"
"7769","The CREW","78","78","1748","1842","16.4","51.1","10.5","0.51","0.22","0.43","N/A","N/A","N/A","40-20-0","0.667"
"2137","The Oxford RoboCats","85","77.4","1744","1838","20.2","49.6","7.6","0.59","0.65","0.22","N/A","N/A","N/A","47-16-0","0.746"
"5460","Strike Zone","87","77.3","1743","1837","22.2","49","6","0.56","0.75","0.33","N/A","N/A","N/A","52-12-2","0.803"
"33","Killer Bees","88","77.2","1743","1836","14","55","8.2","0.63","0.22","0.5","N/A","N/A","N/A","48-16-0","0.750"
"3538","RoboJackets","90","77.1","1742","1836","18.5","51.9","6.8","0.62","0.48","0.36","N/A","N/A","N/A","48-14-0","0.774"
"2054","Tech Vikes","95","76.5","1738","1831","23.4","44.4","8.8","0.46","0.28","0.44","N/A","N/A","N/A","62-25-0","0.713"
"3604","Goon Squad","106","75.5","1732","1824","13.2","53.2","9","0.43","0.29","0.28","N/A","N/A","N/A","30-26-1","0.535"
"5712","Hemlock's Gray Matter","122","74","1722","1814","13.2","51.1","9.7","0.27","0.18","0.42","N/A","N/A","N/A","30-23-2","0.564"
"862","Lightning Robotics","128","73.6","1720","1812","16","44.5","13.1","0.4","0.43","0.75","N/A","N/A","N/A","61-19-1","0.759"
"7166","Red Thunder Robotics","129","73.2","1718","1809","19.1","44.4","9.7","0.44","0.42","0.56","N/A","N/A","N/A","46-21-1","0.684"
"3767","TC Titans","143","72.3","1712","1803","16.1","48.4","7.8","0.45","0.37","0.41","N/A","N/A","N/A","42-23-1","0.644"
"226","Hammerheads","144","72.3","1712","1803","18.7","44.3","9.3","0.59","0.4","0.62","N/A","N/A","N/A","40-18-1","0.686"
"8608","Alpha Bots","147","72.1","1711","1801","19.6","42","10.5","0.65","0.18","0.58","N/A","N/A","N/A","42-16-0","0.724"
"2832","The Livonia Warriors","148","72","1710","1801","19.6","44.8","7.7","0.58","0.56","0.27","N/A","N/A","N/A","44-14-1","0.754"
"2075","Enigma Robotics","157","70.8","1702","1793","13","47.9","9.8","0.45","0.39","0.62","N/A","N/A","N/A","53-15-0","0.779"
"4776","S.C.O.T.S. Bots","167","70.1","1698","1788","12.6","48.1","9.4","0.51","0.12","0.35","N/A","N/A","N/A","39-21-1","0.648"
"3175","Knight Vision","169","70.1","1698","1788","15","47.4","7.7","0.52","0.23","0.39","N/A","N/A","N/A","38-21-0","0.644"
"9245","Laker Dreadnoughts","170","69.9","1697","1787","15","47.3","7.6","0.44","0.25","0.35","N/A","N/A","N/A","45-16-1","0.734"
"5216","E-Ville Empire","173","69.8","1696","1786","17.7","48.6","3.5","0.6","0.57","0","N/A","N/A","N/A","42-22-0","0.656"
"1918","NC GEARS","174","69.7","1696","1785","11.3","48.1","10.3","0.36","0.09","0.6","N/A","N/A","N/A","35-15-0","0.700"
"7211","Hollywood","175","69.7","1695","1785","11.4","46.8","11.5","0.64","0.23","0.61","N/A","N/A","N/A","45-23-0","0.662"
"3620","Average Joes","178","69.6","1695","1784","22.5","38.5","8.7","0.65","0.21","0.63","N/A","N/A","N/A","43-22-1","0.659"
"5675","WiredCats","183","69.4","1694","1783","16.1","45.1","8.2","0.38","0.5","0.42","N/A","N/A","N/A","36-14-0","0.720"
"910","The Foley Freeze","188","68.8","1690","1779","20","38.4","10.4","0.48","0.32","0.38","N/A","N/A","N/A","44-18-0","0.710"
"3414","Hackbots","199","67.6","1681","1771","15","43.9","8.8","0.36","0.08","0.32","N/A","N/A","N/A","34-26-0","0.567"
"302","The Dragons","200","67.6","1681","1771","21","43.4","3.2","0.41","0.3","0.03","N/A","N/A","N/A","38-26-0","0.594"
"494","Martians","202","67.5","1681","1770","15","41.7","10.8","0.55","0.48","0.52","N/A","N/A","N/A","47-17-1","0.731"
"68","Truck Town Thunder","205","67.3","1679","1769","19.7","38.7","8.9","0.57","0.4","0.46","N/A","N/A","N/A","21-22-1","0.489"
"2834","Bionic Black Hawks","209","67.2","1678","1768","17.1","40.3","9.8","0.46","0.28","0.49","N/A","N/A","N/A","34-24-1","0.585"
"10589","Binary Crows","211","67.1","1678","1768","11.6","51.3","4.2","0.33","0.1","0.25","N/A","N/A","N/A","36-22-2","0.617"
"3656","Dexter Dreadbots","224","66","1670","1760","12","43.8","10.3","0.5","0.39","0.45","N/A","N/A","N/A","45-15-1","0.746"
"3539","Byting Bulldogs","233","65.5","1667","1757","16.7","42.4","6.4","0.57","0.48","0.34","N/A","N/A","N/A","58-21-0","0.734"
"5660","Symmetrical Chaos","237","65.4","1666","1756","12.7","44.8","7.9","0.32","0.41","0.36","N/A","N/A","N/A","35-24-1","0.592"
"4237","Team Lance-A-Bot","246","64.5","1661","1750","15.9","43.2","5.4","0.42","0.17","0.12","N/A","N/A","N/A","41-22-1","0.648"
"2611","Jacktown Vectors","247","64.5","1661","1750","17.7","43.2","3.5","0.55","0.19","0.2","N/A","N/A","N/A","22-23-1","0.489"
"5166","Fabricators","253","64.2","1659","1748","13.6","38","12.6","0.53","0.16","0.67","N/A","N/A","N/A","40-21-0","0.656"
"3572","Wavelength","262","63.6","1656","1744","19.4","35.7","8.5","0.53","0.16","0.5","N/A","N/A","N/A","40-22-1","0.643"
"4967","That ONE Team-OurNextEngineers","263","63.6","1655","1744","13.8","40.5","9.2","0.45","0.26","0.45","N/A","N/A","N/A","46-29-0","0.613"
"70","More Martians","268","63.4","1655","1742","12.4","40.5","10.5","0.43","0.27","0.54","N/A","N/A","N/A","42-21-1","0.664"
"1076","Pi Hi Samurai","289","62.6","1650","1737","15.3","44.8","2.4","0.43","0.55","0.05","N/A","N/A","N/A","40-23-0","0.635"
"5535","Bionic Bison","293","62.3","1649","1735","5.8","46","10.5","0.48","0.19","0.62","N/A","N/A","N/A","31-25-0","0.554"
"3536","Electro Eagles","294","62.2","1648","1734","10.8","43.3","8.1","0.54","0.11","0.62","N/A","N/A","N/A","37-21-0","0.638"
"6615","Bellevillains","303","61.9","1646","1732","13.4","48.3","0.2","0.42","0.36","-0.07","N/A","N/A","N/A","34-23-2","0.593"
"4405","The Atoms Family","304","61.8","1646","1732","15.7","36.9","9.2","0.6","0.27","0.48","N/A","N/A","N/A","30-16-1","0.649"
"2145","HAZMATS","312","61.2","1643","1727","20.8","33.9","6.5","0.57","0.14","0.09","N/A","N/A","N/A","37-24-0","0.607"
"4422","Twisted Angels","314","61","1643","1726","13.5","39.1","8.4","0.31","0.13","0.52","N/A","N/A","N/A","45-29-0","0.608"
"5352","Controlled Chaos","320","61","1642","1726","18.3","33.3","9.4","0.56","0.2","0.41","N/A","N/A","N/A","34-23-1","0.595"
"7056","The F.A.S.T. Team - Fowlerv...","323","60.9","1642","1725","10.8","40.9","9.3","0.43","0.23","0.52","N/A","N/A","N/A","33-19-3","0.627"
"3668","TroBots","325","60.8","1642","1725","14.6","38.4","7.9","0.49","0.28","0.32","N/A","N/A","N/A","33-27-0","0.550"
"51","Wings of Fire","333","60.5","1640","1723","11.9","37.6","10.9","0.46","0.26","0.48","N/A","N/A","N/A","32-26-0","0.552"
"5907","CC Shambots","339","60.3","1639","1721","13","44.4","2.8","0.28","0.5","0.15","N/A","N/A","N/A","35-24-0","0.593"
"5114","Titanium Tigers","341","60.1","1639","1720","18.8","32.8","8.6","0.5","0.28","0.31","N/A","N/A","N/A","26-21-0","0.553"
"1506","Metal Muscle","345","59.8","1638","1718","15.6","36.1","8.1","0.54","-0.06","0.55","N/A","N/A","N/A","41-19-0","0.683"
"5505","V2 - Volts Squared","347","59.8","1638","1718","13.1","34.8","12","0.45","0.11","0.49","N/A","N/A","N/A","38-16-1","0.700"
"1023","Bedford Express","348","59.8","1638","1718","12.1","41.9","5.8","0.51","0.36","0.16","N/A","N/A","N/A","45-15-3","0.738"
"245","Adambots","350","59.6","1637","1717","12.8","39.9","6.9","0.3","0.24","0.28","N/A","N/A","N/A","33-25-0","0.569"
"1498","The Polar Pilots","355","59.4","1636","1716","13.8","38.5","7.2","0.5","0.12","0.36","N/A","N/A","N/A","28-26-0","0.519"
"1189","Gearheads","360","58.9","1634","1712","11.6","38.4","8.9","0.5","0.04","0.59","N/A","N/A","N/A","28-18-1","0.606"
"217","ThunderChickens","371","58.3","1632","1708","10.8","39.5","8","0.27","0.33","0.45","N/A","N/A","N/A","33-25-1","0.568"
"3655","Tractor Technicians","375","58.2","1632","1707","12.3","35.8","10.1","0.45","0.17","0.61","N/A","N/A","N/A","33-27-0","0.550"
"7790","Baywatch Robotics","379","57.9","1631","1705","12.6","40.6","4.7","0.34","0.15","0.26","N/A","N/A","N/A","36-24-1","0.598"
"469","Las Guerrillas","383","57.6","1629","1703","17.3","36.5","3.8","0.38","0.12","0.18","N/A","N/A","N/A","36-24-0","0.600"
"2851","Crevolution","389","57.4","1628","1702","7","49.1","1.3","0.33","0.36","-0.03","N/A","N/A","N/A","29-30-0","0.492"
"6002","ZooBOTix","394","57.2","1628","1700","12.8","36.6","7.9","0.34","0.04","0.4","N/A","N/A","N/A","50-28-1","0.639"
"1025","Impi Warriors","403","56.8","1626","1698","16.6","31.3","8.9","0.45","0.01","0.47","N/A","N/A","N/A","30-18-0","0.625"
"6548","Perry RAMBOTS","419","55.9","1622","1691","15.8","37.8","2.3","0.26","0.18","0.18","N/A","N/A","N/A","35-20-1","0.634"
"1718","The Fighting Pi","428","55.5","1621","1689","11.6","33.2","10.8","0.39","0.12","0.63","N/A","N/A","N/A","42-17-0","0.712"
"503","25 Years of Frog Force","431","55.4","1620","1688","14.7","30.9","9.8","0.46","0.32","0.36","N/A","N/A","N/A","35-28-0","0.556"
"548","Robostangs","437","55","1619","1686","7","42.9","5.1","0.35","0.12","0.21","N/A","N/A","N/A","31-24-0","0.564"
"3322","Eagle Evolution","449","54.2","1616","1680","10.2","36","8.1","0.47","0.04","0.39","N/A","N/A","N/A","34-27-0","0.557"
"5577","Kinematic Wolves","452","54.1","1615","1680","10.4","41.3","2.5","0.46","0.26","0.18","N/A","N/A","N/A","25-16-1","0.607"
"3546","Buc'n'Gears","459","53.8","1614","1678","14","36.5","3.3","0.37","0.37","0.11","N/A","N/A","N/A","32-21-0","0.604"
"2960","Automation Nation","469","53.1","1611","1673","10.4","35.5","7.3","0.46","0.03","0.51","N/A","N/A","N/A","40-20-0","0.667"
"858","Demons Robotics","474","52.9","1610","1671","11.3","41.1","0.4","0.25","0.26","-0.23","N/A","N/A","N/A","37-31-0","0.544"
"2586","Copper Bots","477","52.7","1610","1670","10.1","39.6","3","0.35","0.08","0.2","N/A","N/A","N/A","31-24-1","0.563"
"7174","Charger Robotics","482","52.4","1608","1668","14.7","31.1","6.6","0.56","0.27","0.17","N/A","N/A","N/A","27-19-0","0.587"
"3357","COMETS","501","51.8","1606","1664","8.7","38.4","4.8","0.38","0.25","0.31","N/A","N/A","N/A","23-21-0","0.523"
"7197","Mountie Megabots","505","51.5","1605","1662","11.8","39.1","0.6","0.55","0.29","-0.1","N/A","N/A","N/A","36-23-0","0.610"
"3770","BlitzCreek","507","51.4","1604","1661","5.3","35.6","10.5","0.27","0.02","0.57","N/A","N/A","N/A","29-15-0","0.659"
"5843","Flurb","516","51.1","1603","1659","12.2","32.9","6","0.44","0","0.39","N/A","N/A","N/A","38-25-0","0.603"
"5152","Alotobots","524","51","1602","1658","7.7","34.4","8.8","0.11","0.21","0.56","N/A","N/A","N/A","22-23-0","0.489"
"10505","NASA Technomos","525","50.9","1602","1658","9.6","41.1","0.3","0.25","0.19","0.07","N/A","N/A","N/A","25-22-0","0.532"
"7656","MC Hammers","541","50.5","1601","1655","8.5","30.7","11.3","0.44","-0.08","0.64","N/A","N/A","N/A","24-18-3","0.567"
"247","Team 247 Da Bears","546","50.5","1600","1655","8.7","34.1","7.7","0.38","-0.23","0.44","N/A","N/A","N/A","21-23-0","0.477"
"4398","Gladiators","559","49.9","1598","1651","8.3","39.6","2.1","0.34","0.26","0.12","N/A","N/A","N/A","35-21-1","0.623"
"6618","WARHBOTS","560","49.9","1598","1651","11.6","34.6","3.7","0.47","0.25","0.13","N/A","N/A","N/A","24-24-0","0.500"
"7501","Golden Gears","571","49.6","1597","1649","8.5","31.8","9.3","0.19","0.13","0.5","N/A","N/A","N/A","24-21-0","0.533"
"5066","Singularity","572","49.6","1597","1649","15.8","32.2","1.7","0.57","0.24","0.12","N/A","N/A","N/A","23-19-0","0.548"
"7196","Tech Tigers","576","49.5","1596","1648","8","35.1","6.3","0.43","0.07","0.34","N/A","N/A","N/A","26-22-0","0.542"
"1188","Ravens","577","49.5","1596","1648","14.4","29.4","5.7","0.54","0.1","0.29","N/A","N/A","N/A","26-18-0","0.591"
"1481","The Riveters","589","49","1595","1645","11.3","31.4","6.4","0.27","0.04","0.15","N/A","N/A","N/A","31-25-0","0.554"
"2771","Code Red Robotics the Stray...","598","48.9","1594","1644","10.7","31.9","6.2","0.36","0.13","0.39","N/A","N/A","N/A","22-20-1","0.523"
"857","Superior Roboworks","616","48.4","1592","1640","12.6","28.1","7.7","0.55","0.04","0.52","N/A","N/A","N/A","23-17-1","0.573"
"10666","Green MachineZ","620","48.3","1592","1640","9","34.3","4.9","0.25","0.1","0.21","N/A","N/A","N/A","26-21-0","0.553"
"4003","TriSonics","621","48.2","1591","1640","8.2","35.5","4.5","0.37","0.15","0.19","N/A","N/A","N/A","24-21-0","0.533"
"6570","Whiteford Bobcats","623","48.1","1591","1639","6.4","31","10.8","0.29","0.12","0.62","N/A","N/A","N/A","27-18-0","0.600"
"1684","The Chimeras","625","48","1591","1638","9.8","31.9","6.3","0.14","0.25","0.21","N/A","N/A","N/A","26-27-0","0.491"
"6637","BetaWolves","629","47.9","1590","1637","13.5","32.1","2.3","0.36","0.33","0.14","N/A","N/A","N/A","20-24-0","0.455"
"3534","House of Cards","634","47.7","1589","1636","8.9","31.2","7.7","0.2","-0.1","0.39","N/A","N/A","N/A","17-14-0","0.548"
"10633","BeeBotics","635","47.7","1589","1636","6.8","39.8","1.1","0.26","0.34","-0.06","N/A","N/A","N/A","25-18-0","0.581"
"5509","Like a Boss","639","47.6","1589","1635","8.6","29","10","0.54","0.17","0.37","N/A","N/A","N/A","25-16-1","0.607"
"5193","Pantheon","651","47.2","1587","1633","10.2","29.8","7.3","0.41","0","0.34","N/A","N/A","N/A","28-30-0","0.483"
"6077","Wiking Kujon","654","47.1","1587","1632","7.2","30.5","9.4","0.23","-0.08","0.65","N/A","N/A","N/A","22-24-1","0.479"
"5436","Cyber Cats","658","47","1586","1631","11.1","27.4","8.5","0.47","0.09","0.46","N/A","N/A","N/A","21-25-0","0.457"
"9558","The Steel Vipers","668","46.6","1585","1629","7.4","31.2","8","0.49","0.23","0.35","N/A","N/A","N/A","25-23-0","0.521"
"5547","The Talons","683","46.3","1584","1627","7.2","31.3","7.8","0.26","-0.03","0.41","N/A","N/A","N/A","23-23-0","0.500"
"4680","AzTech Eagles","685","46.2","1583","1626","3.5","36.4","6.4","0.13","0.01","0.12","N/A","N/A","N/A","33-24-0","0.579"
"1502","Technical Difficulties","687","46.2","1583","1626","10","30.3","5.9","0.42","0.16","0.27","N/A","N/A","N/A","25-25-0","0.500"
"244","RoboDawgs 3D","689","46","1582","1625","6.9","32.6","6.5","0.24","0.09","0.34","N/A","N/A","N/A","29-28-0","0.509"
"8873","Rockefeller Robotics","692","46","1582","1624","7.5","29.5","8.9","0.24","0.02","0.4","N/A","N/A","N/A","27-18-0","0.600"
"141","WOBOT","699","45.9","1582","1624","8.3","27.9","9.7","0.41","-0.13","0.6","N/A","N/A","N/A","22-20-1","0.523"
"9312","NERD Spark","718","45.2","1579","1619","12","26.5","6.7","0.42","-0.07","0.35","N/A","N/A","N/A","33-24-0","0.579"
"6121","RoboVikes","722","45.1","1579","1619","5.8","37.1","2.2","0.29","-0.15","0.15","N/A","N/A","N/A","15-13-0","0.536"
"4779","RoboSapiens","728","45","1578","1618","8.5","29.5","6.9","0.41","-0.01","0.49","N/A","N/A","N/A","23-21-1","0.522"
"8397","Astrobots","732","44.8","1578","1617","9.5","24.3","11","0.32","0.33","0.42","N/A","N/A","N/A","24-20-0","0.545"
"6081","Digital Dislocators","750","44.2","1575","1613","6","32.2","6.1","0.23","-0.15","0.33","N/A","N/A","N/A","16-17-0","0.485"
"4381","Twisted Devils","765","43.9","1574","1610","12.4","25.9","5.7","0.38","-0.12","0.21","N/A","N/A","N/A","43-31-0","0.581"
"7220","Steel Falcons","769","43.8","1574","1610","8.8","30.9","4.2","0.24","0.09","0.31","N/A","N/A","N/A","23-19-1","0.547"
"9176","Greenspire Steel Sturgeons","775","43.6","1573","1608","3.5","33.4","6.6","0.2","0.01","0.51","N/A","N/A","N/A","12-16-0","0.429"
"201","The FEDS","779","43.5","1572","1608","11.8","23.9","7.8","0.37","0.09","0.34","N/A","N/A","N/A","26-29-0","0.473"
"2620","Titans","782","43.5","1572","1607","10.4","25.1","8","0.47","-0.07","0.32","N/A","N/A","N/A","21-21-0","0.500"
"3875","Red Storm Robotics","784","43.4","1572","1607","7.3","29.8","6.3","0.44","0.19","0.28","N/A","N/A","N/A","29-32-0","0.475"
"5530","Greenhills Lawnmowers","801","42.9","1570","1603","10","31.4","1.5","0.48","0.02","0.11","N/A","N/A","N/A","27-30-0","0.474"
"5534","Onaway Onabots","826","42.2","1567","1598","5.7","30.3","6.2","0.28","0.24","0.29","N/A","N/A","N/A","23-22-1","0.511"
"10606","The Foley Flare","829","42.1","1567","1598","7.1","24.7","10.2","0.41","0.13","0.62","N/A","N/A","N/A","22-23-0","0.489"
"8728","Argonauts","834","42","1566","1597","8.7","30.8","2.5","0.43","-0.03","0.04","N/A","N/A","N/A","16-13-0","0.552"
"573","Mech Warriors","837","42","1566","1597","6.9","28.1","7","0.35","0.09","0.31","N/A","N/A","N/A","21-20-0","0.512"
"6088","Stephenson Eagles","838","41.9","1566","1597","4.9","29.7","7.4","0.24","-0.02","0.34","N/A","N/A","N/A","23-22-0","0.511"
"9776","Gator Gears","856","41.6","1565","1595","6.8","32.5","2.2","0.46","0.21","0.13","N/A","N/A","N/A","28-16-0","0.636"
"4362","Gems","857","41.5","1564","1594","10.6","27.4","3.6","0.17","-0.16","0.23","N/A","N/A","N/A","13-16-0","0.448"
"85","B.O.B. (Built on Brains)","869","41.1","1562","1591","8","28.6","4.5","0.41","-0.17","0.22","N/A","N/A","N/A","17-13-0","0.567"
"5533","Electric Horse Power","871","41.1","1562","1591","5.8","31.2","4","0.28","0.22","0.18","N/A","N/A","N/A","12-16-0","0.429"
"3603","Cyber Coyotes","873","41.1","1562","1591","6.7","26.4","7.9","0.33","0.08","0.31","N/A","N/A","N/A","16-25-0","0.390"
"818","The Steel Armadillos","875","41.1","1562","1591","7.4","32","1.6","0.28","0.27","0.05","N/A","N/A","N/A","25-22-0","0.532"
"5314","Ice Bots","886","40.9","1562","1590","8.7","24.6","7.6","0.43","0.08","0.52","N/A","N/A","N/A","22-22-0","0.500"
"6861","The Tyros Team","901","40.5","1560","1587","6.5","27.2","6.8","0.27","0.27","0.42","N/A","N/A","N/A","22-20-0","0.524"
"5053","Lakers","911","40.3","1559","1585","5","31.3","3.9","0.28","0.07","0.09","N/A","N/A","N/A","12-21-0","0.364"
"3658","Robo - Beavers","931","40","1558","1584","5.5","32.4","2.2","0.22","0.16","0.08","N/A","N/A","N/A","14-14-1","0.500"
"3667","Mecanum Knights","934","39.9","1557","1583","9.7","28.8","1.5","0.37","-0.03","0.02","N/A","N/A","N/A","18-11-0","0.621"
"4855","Ramageddon","946","39.6","1556","1581","9.1","27.5","3","0.39","0.2","0.2","N/A","N/A","N/A","22-20-0","0.524"
"4375","Westend Gearbusters","950","39.6","1556","1581","8.5","28.8","2.3","0.3","0.06","0.19","N/A","N/A","N/A","20-29-1","0.410"
"7768","The AutoMatons","966","39.2","1555","1578","7","27.8","4.5","0.3","0.06","0.23","N/A","N/A","N/A","26-21-0","0.553"
"2619","The Charge","967","39.2","1555","1578","9.2","21.5","8.6","0.34","-0.03","0.4","N/A","N/A","N/A","28-18-0","0.609"
"107","Team R.O.B.O.T.I.C.S.","980","38.8","1553","1576","8.1","29.4","1.3","0.53","0.26","0.03","N/A","N/A","N/A","16-25-0","0.390"
"2224","RoboPhoenix","989","38.6","1552","1574","4.6","32.9","1.1","0.27","0.06","-0.02","N/A","N/A","N/A","13-14-0","0.481"
"6090","Wayland Wildcats","997","38.3","1551","1572","9.4","26.3","2.6","0.4","0.04","0.02","N/A","N/A","N/A","12-16-0","0.429"
"894","The Power Chargers","1008","38.1","1550","1571","8.4","22.4","7.3","0.31","0.08","0.31","N/A","N/A","N/A","14-15-0","0.483"
"5695","Heavy Duty Eagles","1014","38","1550","1570","7.3","26.4","4.3","0.43","0.11","0.22","N/A","N/A","N/A","20-21-0","0.488"
"6120","CyberStangs","1042","37.5","1548","1567","9","21.6","7","0.32","0.14","0.38","N/A","N/A","N/A","25-21-0","0.543"
"4392","The Deceivers","1045","37.4","1547","1566","5.8","30","1.6","0.31","-0.05","0.01","N/A","N/A","N/A","16-14-0","0.533"
"66","Grizzly Robotics","1053","37.2","1547","1565","6","26.9","4.3","0.46","0.01","0.25","N/A","N/A","N/A","19-25-0","0.432"
"5110","Roboherd","1057","37.1","1546","1564","6.7","25.7","4.7","0.23","0.14","0.2","N/A","N/A","N/A","23-21-1","0.522"
"5603","The WarriorBots","1069","36.9","1545","1563","8.4","23.9","4.5","0.36","-0.16","0.42","N/A","N/A","N/A","13-18-0","0.419"
"74","Team CHAOS","1080","36.6","1544","1561","3.2","23.3","10","0.22","-0.01","0.64","N/A","N/A","N/A","13-16-1","0.450"
"6033","Gadget Agents","1084","36.6","1544","1561","5.8","21.5","9.3","0.18","0.08","0.38","N/A","N/A","N/A","25-19-0","0.568"
"815","Advanced Power","1086","36.5","1544","1560","7.1","28.6","0.8","0.44","0.06","0.01","N/A","N/A","N/A","25-19-0","0.568"
"1711","RAPTORS","1094","36.4","1543","1559","9.5","18.4","8.4","0.33","-0.07","0.41","N/A","N/A","N/A","20-23-0","0.465"
"8280","K9.0 Robotics","1100","36.3","1543","1559","13.4","20.2","2.8","0.34","0.13","0.13","N/A","N/A","N/A","21-24-0","0.467"
"7054","SC Sailors","1105","36.2","1542","1558","4.6","25.9","5.8","0.31","0.01","0.27","N/A","N/A","N/A","16-13-0","0.552"
"5927","Globetrotters","1108","36.2","1542","1558","6.6","26.7","2.9","0.31","0","0.07","N/A","N/A","N/A","16-12-1","0.569"
"8517","Bounty Hunters","1110","36.1","1542","1557","8.1","25.7","2.3","0.61","0.09","0.09","N/A","N/A","N/A","23-23-0","0.500"
"6877","Mechanical Mustangs","1120","36","1541","1556","5.5","21.4","9.1","0.41","0.18","0.44","N/A","N/A","N/A","10-18-0","0.357"
"9207","Redneck Robotics","1126","35.9","1541","1556","4.7","28","3.2","0.15","0.02","0.09","N/A","N/A","N/A","11-13-0","0.458"
"7160","Ludington O-Bots","1139","35.6","1540","1554","6.2","22.1","7.3","0.25","-0.17","0.36","N/A","N/A","N/A","14-17-0","0.452"
"4327","Q Branch","1148","35.4","1539","1553","7.1","27.3","1","0.34","0.06","0.09","N/A","N/A","N/A","14-35-0","0.286"
"5084","Team FridgeBot","1151","35.4","1539","1552","4.9","26.3","4.2","0.21","-0.07","0.24","N/A","N/A","N/A","18-14-0","0.563"
"8424","Tractor Technicians Next Gen","1158","35.2","1538","1551","8.4","21.8","4.9","0.43","-0.06","0.33","N/A","N/A","N/A","17-13-0","0.567"
"288","The RoboDawgs","1171","35","1537","1550","6","24.9","4.1","0.14","0.02","0.15","N/A","N/A","N/A","21-27-0","0.438"
"10349","Pontiac Firebirds","1176","34.9","1537","1549","7.4","26","1.5","0.43","0.21","0.11","N/A","N/A","N/A","22-21-0","0.512"
"8179","Robo Falcons","1184","34.8","1536","1548","3.4","25.9","5.5","0.07","-0.08","0.21","N/A","N/A","N/A","15-16-1","0.484"
"7226","Error 404","1187","34.7","1536","1547","5.7","25","3.9","0.32","0.08","0.19","N/A","N/A","N/A","17-13-1","0.565"
"5674","The Gearhounds","1194","34.5","1535","1546","3.7","28.3","2.5","0.15","-0.11","0.21","N/A","N/A","N/A","16-13-1","0.550"
"5980","East Grand Rapids Robotics","1196","34.5","1535","1546","5","22.3","7.2","0.26","-0.09","0.33","N/A","N/A","N/A","14-14-0","0.500"
"1504","Desperate Penguins","1213","34.1","1534","1544","5","27.8","1.3","0.2","0.06","-0.05","N/A","N/A","N/A","12-16-0","0.429"
"3688","Norsemen","1214","34.1","1534","1544","4.6","25.7","3.8","0.19","-0.08","0.19","N/A","N/A","N/A","16-13-0","0.552"
"7188","SaddleBots","1220","33.9","1533","1543","4.9","28.8","0.3","0.2","-0.1","-0.11","N/A","N/A","N/A","9-21-0","0.300"
"2959","Robotarians","1222","33.9","1533","1543","7.6","25","1.3","0.14","0.02","0.07","N/A","N/A","N/A","14-16-0","0.467"
"9673","Ithaca Volt Vespids","1223","33.9","1533","1543","5.9","21.2","6.8","0.31","0.24","0.56","N/A","N/A","N/A","20-24-0","0.455"
"5538","Vikingbots","1233","33.7","1532","1541","5.2","21.3","7.3","0.2","0.02","0.38","N/A","N/A","N/A","22-20-2","0.523"
"6078","RoboRams","1234","33.7","1532","1541","3.9","24","5.9","0.17","-0.16","0.28","N/A","N/A","N/A","15-14-0","0.517"
"6152","Robo-Falcons","1241","33.6","1531","1540","6.1","25.6","1.9","0.3","0.06","0","N/A","N/A","N/A","12-17-0","0.414"
"6344","Yale Jiggawattz","1248","33.5","1531","1539","7.7","15.8","10","0.3","0.08","0.47","N/A","N/A","N/A","19-25-1","0.433"
"3452","GreengineerZ","1270","33","1529","1537","4.6","26.8","1.6","0.3","-0.09","0.06","N/A","N/A","N/A","22-22-0","0.500"
"8352","CODE Gold","1286","32.7","1528","1534","5.8","25.4","1.6","0.3","0.28","0.13","N/A","N/A","N/A","25-18-0","0.581"
"4810","I AM Robot","1288","32.7","1527","1534","6.5","25","1.2","0.27","0.09","0.09","N/A","N/A","N/A","15-12-0","0.556"
"8612","Calvin Christian Robotics","1289","32.7","1527","1534","3.8","24.3","4.6","0.06","-0.11","0.04","N/A","N/A","N/A","13-18-0","0.419"
"3537","Delta Force 3537","1293","32.6","1527","1533","6.2","23.5","2.8","0.34","-0.14","0.16","N/A","N/A","N/A","15-28-1","0.352"
"4004","M.A.R.S. Rovers","1302","32.4","1526","1532","6.7","17.7","8.1","0.52","0.07","0.37","N/A","N/A","N/A","15-15-0","0.500"
"5144","LISD TECHnicians","1308","32.4","1526","1532","3.6","27.3","1.5","0.12","-0.09","0.01","N/A","N/A","N/A","16-13-0","0.552"
"9208","Eddies Circuit","1316","32.2","1526","1531","6.1","17.4","8.8","0.28","-0.18","0.42","N/A","N/A","N/A","15-18-0","0.455"
